sold_at,channel_code,sku_code,quantity,net_sales,unit_cost,channel_fee,marketing_cost,shipping_cost,return_cost,returned_quantity,location_code,location_name,product_name,category,order_id,line_id,country_code,currency_code,customer_token,shipping_region_1,shipping_region_2,order_status
2026-08-23T19:19:00.000Z,매장 POS,AIR-24-NVY-F,14,2716560,65000,54331,27166,0,0,0,STORE-BUSAN,부산 센텀,Volume Dress,DRESS,BETA-00-4-5,1,CN,KRW,CUST-0070,부산,해운대구,paid
2026-08-23T15:55:00.000Z,자사몰,FRAME-31-DNM-F,14,3096240,78000,123850,108368,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-00-5-0,1,KR,KRW,CUST-0056,대구,수성구,paid
2026-08-23T16:02:00.000Z,무신사,FRAME-31-DNM-F,15,3009600,78000,361152,135432,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-00-5-1,1,KR,KRW,CUST-0061,서울,성동구,paid
2026-08-23T17:09:00.000Z,29CM,FRAME-31-DNM-F,15,3078000,78000,430920,123120,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-00-5-2,1,KR,KRW,CUST-0066,서울,강남구,paid
2026-08-23T18:16:00.000Z,네이버,FRAME-31-DNM-F,15,3214800,78000,257184,80370,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-00-5-3,1,KR,KRW,CUST-0071,경기,성남시,paid
2026-08-23T19:23:00.000Z,W컨셉,FRAME-31-DNM-F,15,2941200,78000,441180,102942,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-00-5-4,1,KR,KRW,CUST-0076,부산,해운대구,paid
2026-08-23T20:30:00.000Z,매장 POS,FRAME-31-DNM-F,14,3128160,78000,62563,31282,0,0,0,STORE-SHANGHAI,상하이 IFC,Denim Dress,DRESS,BETA-00-5-5,1,CN,KRW,CUST-0081,인천,연수구,paid
2026-08-23T16:06:00.000Z,자사몰,SHEER-15-WHT-F,16,1536480,31000,61459,53777,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-00-6-0,1,KR,KRW,CUST-0067,서울,성동구,paid
2026-08-23T17:13:00.000Z,무신사,SHEER-15-WHT-F,16,1393920,31000,167270,62726,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-00-6-1,1,KR,KRW,CUST-0072,서울,강남구,paid
2026-08-23T18:20:00.000Z,29CM,SHEER-15-WHT-F,16,1425600,31000,199584,57024,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-00-6-2,1,KR,KRW,CUST-0077,경기,성남시,paid
2026-08-23T19:27:00.000Z,네이버,SHEER-15-WHT-F,15,1395900,31000,111672,34898,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-00-6-3,1,KR,KRW,CUST-0082,부산,해운대구,paid
2026-08-23T20:34:00.000Z,W컨셉,SHEER-15-WHT-F,15,1277100,31000,191565,44699,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-00-6-4,1,KR,KRW,CUST-0087,인천,연수구,paid
2026-08-23T21:41:00.000Z,매장 POS,SHEER-15-WHT-F,14,1358280,31000,27166,13583,0,0,0,DC-ONLINE,온라인 DC,Sheer Layer Top,TOP,BETA-00-6-5,1,CN,KRW,CUST-0092,대구,수성구,paid
2026-08-23T17:17:00.000Z,자사몰,FORM-12-BLK-F,17,4419320,91000,176773,154676,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-0,1,KR,KRW,CUST-0078,서울,강남구,paid
2026-08-23T18:24:00.000Z,무신사,FORM-12-BLK-F,16,3773440,91000,452813,169805,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-1,1,KR,KRW,CUST-0083,경기,성남시,paid
2026-08-23T19:31:00.000Z,29CM,FORM-12-BLK-F,16,3859200,91000,540288,154368,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-2,1,KR,KRW,CUST-0088,부산,해운대구,paid
2026-08-23T20:38:00.000Z,네이버,FORM-12-BLK-F,15,3778800,91000,302304,94470,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-3,1,KR,KRW,CUST-0093,인천,연수구,paid
2026-08-23T21:45:00.000Z,W컨셉,FORM-12-BLK-F,15,3457200,91000,518580,121002,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-4,1,KR,KRW,CUST-0098,대구,수성구,paid
2026-08-23T10:52:00.000Z,매장 POS,FORM-12-BLK-F,14,3676960,91000,73539,36770,0,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-00-7-5,1,CN,KRW,CUST-0103,서울,성동구,paid
2026-08-22T11:00:00.000Z,자사몰,ARC-07-BLK-F,4,962240,82000,38490,33678,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-01-0-0,1,KR,KRW,CUST-0038,서울,강남구,paid
2026-08-22T12:07:00.000Z,무신사,ARC-07-BLK-F,6,1309440,82000,157133,58925,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-01-0-1,1,KR,KRW,CUST-0043,경기,성남시,paid
2026-08-22T13:14:00.000Z,29CM,ARC-07-BLK-F,7,1562400,82000,218736,62496,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-01-0-2,1,KR,KRW,CUST-0048,부산,해운대구,paid
2026-08-22T14:21:00.000Z,네이버,ARC-07-BLK-F,8,1864960,82000,149197,46624,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-01-0-3,1,KR,KRW,CUST-0053,인천,연수구,paid
2026-08-22T15:28:00.000Z,W컨셉,ARC-07-BLK-F,9,1919520,82000,287928,67183,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-01-0-4,1,KR,KRW,CUST-0058,대구,수성구,paid
2026-08-22T16:35:00.000Z,매장 POS,ARC-07-BLK-F,10,2430400,82000,48608,24304,0,0,0,STORE-SEONGSU,성수 플래그십,Utility Jacket,OUTER,BETA-01-0-5,1,KR,KRW,CUST-0063,서울,성동구,paid
2026-08-22T12:11:00.000Z,자사몰,FLOW-22-BLK-F,6,919560,51000,36782,32185,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-01-1-0,1,KR,KRW,CUST-0049,경기,성남시,paid
2026-08-22T13:18:00.000Z,무신사,FLOW-22-BLK-F,8,1112320,51000,133478,50054,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-01-1-1,1,KR,KRW,CUST-0054,부산,해운대구,paid
2026-08-22T14:25:00.000Z,29CM,FLOW-22-BLK-F,9,1279800,51000,179172,51192,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-01-1-2,1,KR,KRW,CUST-0059,인천,연수구,paid
2026-08-22T15:32:00.000Z,네이버,FLOW-22-BLK-F,10,1485200,51000,118816,37130,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-01-1-3,1,KR,KRW,CUST-0064,대구,수성구,paid
2026-08-22T16:39:00.000Z,W컨셉,FLOW-22-BLK-F,11,1494680,51000,224202,52314,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-01-1-4,1,KR,KRW,CUST-0069,서울,성동구,paid
2026-08-22T17:46:00.000Z,매장 POS,FLOW-22-BLK-F,11,1703240,51000,34065,17032,0,0,0,STORE-GANGNAM,강남점,Drape Pants,BOTTOM,BETA-01-1-5,1,KR,KRW,CUST-0074,서울,강남구,paid
2026-08-22T13:22:00.000Z,자사몰,EASE-19-IVY-F,8,690640,27000,27626,24172,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-01-2-0,1,KR,KRW,CUST-0060,부산,해운대구,paid
2026-08-22T14:29:00.000Z,무신사,EASE-19-IVY-F,10,783200,27000,93984,35244,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-01-2-1,1,KR,KRW,CUST-0065,인천,연수구,paid
2026-08-22T15:36:00.000Z,29CM,EASE-19-IVY-F,11,881100,27000,123354,35244,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-01-2-2,1,KR,KRW,CUST-0070,대구,수성구,paid
2026-08-22T16:43:00.000Z,네이버,EASE-19-IVY-F,12,1003920,27000,80314,25098,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-01-2-3,1,KR,KRW,CUST-0075,서울,성동구,paid
2026-08-22T17:50:00.000Z,W컨셉,EASE-19-IVY-F,12,918480,27000,137772,32147,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-01-2-4,1,KR,KRW,CUST-0080,서울,강남구,paid
2026-08-22T18:57:00.000Z,매장 POS,EASE-19-IVY-F,12,1046640,27000,20933,10466,0,0,0,STORE-HANNAM,한남점,Layer Top,TOP,BETA-01-2-5,1,KR,KRW,CUST-0085,경기,성남시,paid
2026-08-22T14:33:00.000Z,자사몰,CORE-08-GRY-F,10,1154300,39000,46172,40401,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-01-3-0,1,KR,KRW,CUST-0071,인천,연수구,paid
2026-08-22T15:40:00.000Z,무신사,CORE-08-GRY-F,12,1256640,39000,150797,56549,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-01-3-1,1,KR,KRW,CUST-0076,대구,수성구,paid
2026-08-22T16:47:00.000Z,29CM,CORE-08-GRY-F,12,1285200,39000,179928,51408,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-01-3-2,1,KR,KRW,CUST-0081,서울,성동구,paid
2026-08-22T17:54:00.000Z,네이버,CORE-08-GRY-F,13,1454180,39000,116334,36355,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-01-3-3,1,KR,KRW,CUST-0086,서울,강남구,paid
2026-08-22T18:01:00.000Z,W컨셉,CORE-08-GRY-F,13,1330420,39000,199563,46565,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-01-3-4,1,KR,KRW,CUST-0091,경기,성남시,paid
2026-08-22T19:08:00.000Z,매장 POS,CORE-08-GRY-F,13,1516060,39000,30321,15161,0,0,0,STORE-BUSAN,부산 센텀,Core Knit,TOP,BETA-01-3-5,1,KR,KRW,CUST-0096,부산,해운대구,paid
2026-08-22T15:44:00.000Z,자사몰,AIR-24-NVY-F,12,2304720,65000,92189,80665,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-01-4-0,1,KR,KRW,CUST-0082,대구,수성구,paid
2026-08-22T16:51:00.000Z,무신사,AIR-24-NVY-F,13,2265120,65000,271814,101930,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-01-4-1,1,KR,KRW,CUST-0087,서울,성동구,paid
2026-08-22T17:58:00.000Z,29CM,AIR-24-NVY-F,13,2316600,65000,324324,92664,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-01-4-2,1,KR,KRW,CUST-0092,서울,강남구,paid
2026-08-22T18:05:00.000Z,네이버,AIR-24-NVY-F,14,2605680,65000,208454,65142,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-01-4-3,1,KR,KRW,CUST-0097,경기,성남시,paid
2026-08-22T19:12:00.000Z,W컨셉,AIR-24-NVY-F,13,2213640,65000,332046,77477,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-01-4-4,1,KR,KRW,CUST-0102,부산,해운대구,paid
2026-08-22T20:19:00.000Z,매장 POS,AIR-24-NVY-F,13,2522520,65000,50450,25225,0,0,0,STORE-SHANGHAI,상하이 IFC,Volume Dress,DRESS,BETA-01-4-5,1,KR,KRW,CUST-0107,인천,연수구,paid
2026-08-22T16:55:00.000Z,자사몰,FRAME-31-DNM-F,14,3096240,78000,123850,108368,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-01-5-0,1,KR,KRW,CUST-0093,서울,성동구,paid
2026-08-22T17:02:00.000Z,무신사,FRAME-31-DNM-F,14,2808960,78000,337075,126403,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-01-5-1,1,KR,KRW,CUST-0098,서울,강남구,paid
2026-08-22T18:09:00.000Z,29CM,FRAME-31-DNM-F,14,2872800,78000,402192,114912,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-01-5-2,1,KR,KRW,CUST-0103,경기,성남시,paid
2026-08-22T19:16:00.000Z,네이버,FRAME-31-DNM-F,14,3000480,78000,240038,75012,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-01-5-3,1,KR,KRW,CUST-0108,부산,해운대구,paid
2026-08-22T20:23:00.000Z,W컨셉,FRAME-31-DNM-F,13,2549040,78000,382356,89216,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-01-5-4,1,KR,KRW,CUST-0113,인천,연수구,paid
2026-08-22T21:30:00.000Z,매장 POS,FRAME-31-DNM-F,13,2904720,78000,58094,29047,0,0,0,DC-ONLINE,온라인 DC,Denim Dress,DRESS,BETA-01-5-5,1,KR,KRW,CUST-0118,대구,수성구,paid
2026-08-22T17:06:00.000Z,자사몰,SHEER-15-WHT-F,15,1440450,31000,57618,50416,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-0,1,KR,KRW,CUST-0104,서울,강남구,paid
2026-08-22T18:13:00.000Z,무신사,SHEER-15-WHT-F,15,1306800,31000,156816,58806,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-1,1,KR,KRW,CUST-0109,경기,성남시,paid
2026-08-22T19:20:00.000Z,29CM,SHEER-15-WHT-F,15,1336500,31000,187110,53460,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-2,1,KR,KRW,CUST-0114,부산,해운대구,paid
2026-08-22T20:27:00.000Z,네이버,SHEER-15-WHT-F,14,1302840,31000,104227,32571,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-3,1,KR,KRW,CUST-0119,인천,연수구,paid
2026-08-22T21:34:00.000Z,W컨셉,SHEER-15-WHT-F,13,1106820,31000,166023,38739,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-4,1,KR,KRW,CUST-0124,대구,수성구,paid
2026-08-22T10:41:00.000Z,매장 POS,SHEER-15-WHT-F,13,1261260,31000,25225,12613,0,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-01-6-5,1,KR,KRW,CUST-0129,서울,성동구,paid
2026-08-22T18:17:00.000Z,자사몰,FORM-12-BLK-F,16,4159360,91000,166374,145578,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-01-7-0,1,KR,KRW,CUST-0115,경기,성남시,paid
2026-08-22T19:24:00.000Z,무신사,FORM-12-BLK-F,15,3537600,91000,424512,159192,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-01-7-1,1,KR,KRW,CUST-0120,부산,해운대구,paid
2026-08-22T20:31:00.000Z,29CM,FORM-12-BLK-F,15,3618000,91000,506520,144720,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-01-7-2,1,KR,KRW,CUST-0125,인천,연수구,paid
2026-08-22T21:38:00.000Z,네이버,FORM-12-BLK-F,14,3526880,91000,282150,88172,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-01-7-3,1,KR,KRW,CUST-0130,대구,수성구,paid
2026-08-22T10:45:00.000Z,W컨셉,FORM-12-BLK-F,13,2996240,91000,449436,104868,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-01-7-4,1,KR,KRW,CUST-0135,서울,성동구,paid
2026-08-22T11:52:00.000Z,매장 POS,FORM-12-BLK-F,13,3414320,91000,68286,34143,0,0,0,STORE-SEONGSU,성수 플래그십,Relaxed Blazer,OUTER,BETA-01-7-5,1,KR,KRW,CUST-0140,서울,강남구,paid
2026-08-21T12:00:00.000Z,자사몰,ARC-07-BLK-F,5,1202800,82000,48112,42098,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-02-0-0,1,KR,KRW,CUST-0075,경기,성남시,paid
2026-08-21T13:07:00.000Z,무신사,ARC-07-BLK-F,6,1309440,82000,157133,58925,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-02-0-1,1,KR,KRW,CUST-0080,부산,해운대구,paid
2026-08-21T14:14:00.000Z,29CM,ARC-07-BLK-F,7,1562400,82000,218736,62496,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-02-0-2,1,KR,KRW,CUST-0085,인천,연수구,paid
2026-08-21T15:21:00.000Z,네이버,ARC-07-BLK-F,8,1864960,82000,149197,46624,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-02-0-3,1,KR,KRW,CUST-0090,대구,수성구,paid
2026-08-21T16:28:00.000Z,W컨셉,ARC-07-BLK-F,9,1919520,82000,287928,67183,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-02-0-4,1,KR,KRW,CUST-0095,서울,성동구,paid
2026-08-21T17:35:00.000Z,매장 POS,ARC-07-BLK-F,10,2430400,82000,48608,24304,0,0,0,STORE-GANGNAM,강남점,Utility Jacket,OUTER,BETA-02-0-5,1,KR,KRW,CUST-0100,서울,강남구,paid
2026-08-21T13:11:00.000Z,자사몰,FLOW-22-BLK-F,7,1072820,51000,42913,37549,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-02-1-0,1,KR,KRW,CUST-0086,부산,해운대구,paid
2026-08-21T14:18:00.000Z,무신사,FLOW-22-BLK-F,8,1112320,51000,133478,50054,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-02-1-1,1,KR,KRW,CUST-0091,인천,연수구,paid
2026-08-21T15:25:00.000Z,29CM,FLOW-22-BLK-F,9,1279800,51000,179172,51192,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-02-1-2,1,KR,KRW,CUST-0096,대구,수성구,paid
2026-08-21T16:32:00.000Z,네이버,FLOW-22-BLK-F,10,1485200,51000,118816,37130,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-02-1-3,1,KR,KRW,CUST-0101,서울,성동구,paid
2026-08-21T17:39:00.000Z,W컨셉,FLOW-22-BLK-F,10,1358800,51000,203820,47558,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-02-1-4,1,KR,KRW,CUST-0106,서울,강남구,paid
2026-08-21T18:46:00.000Z,매장 POS,FLOW-22-BLK-F,11,1703240,51000,34065,17032,0,0,0,STORE-HANNAM,한남점,Drape Pants,BOTTOM,BETA-02-1-5,1,KR,KRW,CUST-0111,경기,성남시,paid
2026-08-21T14:22:00.000Z,자사몰,EASE-19-IVY-F,9,776970,27000,31079,27194,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-02-2-0,1,KR,KRW,CUST-0097,인천,연수구,paid
2026-08-21T15:29:00.000Z,무신사,EASE-19-IVY-F,10,783200,27000,93984,35244,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-02-2-1,1,KR,KRW,CUST-0102,대구,수성구,paid
2026-08-21T16:36:00.000Z,29CM,EASE-19-IVY-F,11,881100,27000,123354,35244,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-02-2-2,1,KR,KRW,CUST-0107,서울,성동구,paid
2026-08-21T17:43:00.000Z,네이버,EASE-19-IVY-F,11,920260,27000,73621,23007,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-02-2-3,1,KR,KRW,CUST-0112,서울,강남구,paid
2026-08-21T18:50:00.000Z,W컨셉,EASE-19-IVY-F,11,841940,27000,126291,29468,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-02-2-4,1,KR,KRW,CUST-0117,경기,성남시,paid
2026-08-21T19:57:00.000Z,매장 POS,EASE-19-IVY-F,11,959420,27000,19188,9594,0,0,0,STORE-BUSAN,부산 센텀,Layer Top,TOP,BETA-02-2-5,1,KR,KRW,CUST-0122,부산,해운대구,paid
2026-08-21T15:33:00.000Z,자사몰,CORE-08-GRY-F,10,1154300,39000,46172,40401,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-02-3-0,1,KR,KRW,CUST-0108,대구,수성구,paid
2026-08-21T16:40:00.000Z,무신사,CORE-08-GRY-F,11,1151920,39000,138230,51836,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-02-3-1,1,KR,KRW,CUST-0113,서울,성동구,paid
2026-08-21T17:47:00.000Z,29CM,CORE-08-GRY-F,12,1285200,39000,179928,51408,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-02-3-2,1,KR,KRW,CUST-0118,서울,강남구,paid
