sku_code,location_code,location_name,snapshot_at,on_hand_qty,reserved_qty,available_qty,in_transit_qty,damaged_qty,safety_stock_qty,scenario_note,data_pack_version
EASE-19-CRM-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,160,6,154,0,0,30,이벤트 전 기준 재고,v2
EASE-19-CRM-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,191,0,191,0,0,30,이벤트 전 기준 재고,v2
EASE-19-CRM-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,229,1,228,0,0,30,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,97,3,94,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,135,4,131,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,173,5,168,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,151,6,145,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,182,0,182,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,220,1,219,0,0,28,이벤트 전 기준 재고,v2
NOVA-11-NVY-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,198,2,196,0,0,28,이벤트 전 기준 재고,v2
AIR-24-NVY-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,126,4,122,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,164,5,159,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,142,6,136,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,173,0,173,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,211,1,210,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,189,2,187,0,0,32,이벤트 전 기준 재고,v2
AIR-24-NVY-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,227,3,224,0,0,32,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,155,5,150,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,133,6,127,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,164,0,164,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,202,1,201,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,180,2,178,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,218,3,215,0,0,28,이벤트 전 기준 재고,v2
WAVE-31-WHT-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,256,4,252,0,0,28,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,124,6,118,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,155,0,155,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,193,1,192,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,171,2,169,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,209,3,206,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,247,4,243,0,0,26,이벤트 전 기준 재고,v2
MOSS-18-BLK-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,225,5,220,0,0,26,이벤트 전 기준 재고,v2
LUME-09-BEG-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,146,0,146,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,184,1,183,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,162,2,160,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,200,3,197,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,238,4,234,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,216,5,211,0,0,25,이벤트 전 기준 재고,v2
LUME-09-BEG-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,254,6,248,0,0,25,이벤트 전 기준 재고,v2
CORE-55-WHT-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,175,1,174,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,153,2,151,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,191,3,188,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,229,4,225,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,207,5,202,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,245,6,239,0,0,45,이벤트 전 기준 재고,v2
CORE-55-WHT-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,276,0,276,0,0,45,이벤트 전 기준 재고,v2
FORM-42-DEN-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,144,2,142,0,0,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,182,3,179,0,0,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,220,4,216,0,0,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,198,5,193,0,0,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,236,6,230,0,2,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,267,0,267,0,0,28,이벤트 전 기준 재고,v2
FORM-42-DEN-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,245,1,244,0,0,28,이벤트 전 기준 재고,v2
COVE-14-BLK-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,173,3,170,0,0,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,211,4,207,0,2,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,189,5,184,0,0,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,227,6,221,0,0,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,258,0,258,0,0,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,236,1,235,0,0,24,이벤트 전 기준 재고,v2
COVE-14-BLK-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,274,2,272,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,ONLINE,온라인몰,2026-08-17T09:00:00+09:00,202,4,198,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,STORE-SEONGSU,성수 플래그십,2026-08-17T09:00:00+09:00,180,5,175,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,STORE-GANGNAM,강남점,2026-08-17T09:00:00+09:00,218,6,212,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,STORE-HANNAM,한남점,2026-08-17T09:00:00+09:00,249,0,249,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,STORE-BUSAN,부산 센텀,2026-08-17T09:00:00+09:00,227,1,226,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,STORE-SHANGHAI,상하이 IFC,2026-08-17T09:00:00+09:00,265,2,263,0,0,24,이벤트 전 기준 재고,v2
EDGE-28-GRY-F,DC-ONLINE,온라인 DC,2026-08-17T09:00:00+09:00,303,3,300,0,0,24,이벤트 전 기준 재고,v2
