sku_code,location_code,location_name,snapshot_at,on_hand_qty,reserved_qty,available_qty,in_transit_qty,damaged_qty,safety_stock_qty,scenario_note,data_pack_version
MOSS-18-BLK-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,193,1,192,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,171,2,169,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,209,3,206,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,247,4,243,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,225,5,220,0,0,26,과잉재고·할인 최소화 검토,v2
LUME-09-BEG-F,ONLINE,온라인몰,2026-08-18T09:00:00+09:00,146,0,146,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-SEONGSU,성수 플래그십,2026-08-18T09:00:00+09:00,184,1,183,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,162,2,160,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,200,3,197,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,238,4,234,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,216,5,211,0,0,25,정상 범위,v2
LUME-09-BEG-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,254,6,248,0,0,25,정상 범위,v2
CORE-55-WHT-F,ONLINE,온라인몰,2026-08-18T09:00:00+09:00,175,1,174,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-SEONGSU,성수 플래그십,2026-08-18T09:00:00+09:00,153,2,151,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,191,3,188,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,229,4,225,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,207,5,202,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,245,6,239,0,0,45,정상 범위,v2
CORE-55-WHT-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,276,0,276,0,0,45,정상 범위,v2
FORM-42-DEN-F,ONLINE,온라인몰,2026-08-18T09:00:00+09:00,144,2,142,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-SEONGSU,성수 플래그십,2026-08-18T09:00:00+09:00,182,3,179,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,220,4,216,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,198,5,193,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,236,6,230,0,2,28,정상 범위,v2
FORM-42-DEN-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,267,0,267,0,0,28,정상 범위,v2
FORM-42-DEN-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,245,1,244,0,0,28,정상 범위,v2
COVE-14-BLK-F,ONLINE,온라인몰,2026-08-18T09:00:00+09:00,173,3,170,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-18T09:00:00+09:00,211,4,207,0,2,24,정상 범위,v2
COVE-14-BLK-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,189,5,184,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,227,6,221,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,258,0,258,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,236,1,235,0,0,24,정상 범위,v2
COVE-14-BLK-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,274,2,272,0,0,24,정상 범위,v2
EDGE-28-GRY-F,ONLINE,온라인몰,2026-08-18T09:00:00+09:00,202,4,198,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-SEONGSU,성수 플래그십,2026-08-18T09:00:00+09:00,180,5,175,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-GANGNAM,강남점,2026-08-18T09:00:00+09:00,218,6,212,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-HANNAM,한남점,2026-08-18T09:00:00+09:00,249,0,249,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-BUSAN,부산 센텀,2026-08-18T09:00:00+09:00,227,1,226,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-SHANGHAI,상하이 IFC,2026-08-18T09:00:00+09:00,265,2,263,0,0,24,정상 범위,v2
EDGE-28-GRY-F,DC-ONLINE,온라인 DC,2026-08-18T09:00:00+09:00,303,3,300,0,0,24,정상 범위,v2
ARC-07-BLK-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,67,1,66,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,119,2,117,0,0,35,이동 가능 잉여,v2
ARC-07-BLK-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,137,3,134,0,0,35,판매 급증·품절 위험,v2
ARC-07-BLK-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,124,4,120,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,162,5,157,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,200,6,194,0,0,35,정상 범위,v2
ARC-07-BLK-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,166,0,166,0,0,35,정상 범위,v2
FLOW-22-BLK-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,95,2,93,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,137,3,134,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,115,4,111,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,159,5,154,0,0,38,이동 가능 잉여,v2
FLOW-22-BLK-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,179,6,173,0,0,38,판매 급증·품절 위험,v2
FLOW-22-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,162,0,162,0,0,38,정상 범위,v2
FLOW-22-BLK-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,192,1,191,0,0,38,정상 범위,v2
EASE-19-CRM-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,135,3,132,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,113,4,109,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,147,5,142,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,185,6,179,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,155,0,155,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,188,1,187,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,232,2,230,0,0,30,과잉재고·할인 최소화 검토,v2
NOVA-11-NVY-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,97,4,93,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,135,5,130,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,173,6,167,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,144,0,144,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,182,1,181,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,220,2,218,0,0,28,정상 범위,v2
NOVA-11-NVY-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,198,3,195,0,0,28,정상 범위,v2
AIR-24-NVY-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,118,5,113,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,154,6,148,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,126,0,126,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,162,1,161,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,197,2,195,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,177,3,174,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,213,4,209,0,0,32,전사 부족·재주문 필요,v2
WAVE-31-WHT-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,155,6,149,0,0,28,정상 범위,v2
WAVE-31-WHT-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,126,0,126,0,0,28,정상 범위,v2
WAVE-31-WHT-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,164,1,163,0,0,28,정상 범위,v2
WAVE-31-WHT-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,202,2,200,0,0,28,정상 범위,v2
WAVE-31-WHT-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,180,3,177,0,0,28,정상 범위,v2
WAVE-31-WHT-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,218,4,214,0,0,28,정상 범위,v2
WAVE-31-WHT-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,256,5,251,0,0,28,정상 범위,v2
MOSS-18-BLK-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,127,0,127,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,160,1,159,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,194,2,192,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,176,3,173,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,208,4,204,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,242,5,237,0,0,26,과잉재고·할인 최소화 검토,v2
MOSS-18-BLK-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,231,6,225,0,0,26,과잉재고·할인 최소화 검토,v2
LUME-09-BEG-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,146,1,145,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,184,2,182,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,162,3,159,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,200,4,196,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,238,5,233,0,0,25,정상 범위,v2
LUME-09-BEG-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,216,6,210,0,0,25,정상 범위,v2
LUME-09-BEG-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,247,0,247,0,0,25,정상 범위,v2
CORE-55-WHT-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,175,2,173,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,153,3,150,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,191,4,187,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,229,5,224,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,207,6,201,0,0,45,정상 범위,v2
CORE-55-WHT-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,238,0,238,0,0,45,정상 범위,v2
CORE-55-WHT-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,276,1,275,0,2,45,정상 범위,v2
FORM-42-DEN-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,144,3,141,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,182,4,178,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,220,5,215,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,198,6,192,0,2,28,정상 범위,v2
FORM-42-DEN-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,229,0,229,0,0,28,정상 범위,v2
FORM-42-DEN-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,267,1,266,0,0,28,정상 범위,v2
FORM-42-DEN-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,245,2,243,0,0,28,정상 범위,v2
COVE-14-BLK-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,174,4,170,0,2,24,정상 범위,v2
COVE-14-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,212,5,207,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,190,6,184,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,221,0,221,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,259,1,258,0,0,24,정상 범위,v2
COVE-14-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,237,2,235,0,0,24,정상 범위,v2
COVE-14-BLK-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,275,3,272,0,0,24,정상 범위,v2
EDGE-28-GRY-F,ONLINE,온라인몰,2026-08-19T09:00:00+09:00,203,5,198,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-SEONGSU,성수 플래그십,2026-08-19T09:00:00+09:00,181,6,175,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-GANGNAM,강남점,2026-08-19T09:00:00+09:00,212,0,212,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-HANNAM,한남점,2026-08-19T09:00:00+09:00,250,1,249,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-BUSAN,부산 센텀,2026-08-19T09:00:00+09:00,228,2,226,0,0,24,정상 범위,v2
EDGE-28-GRY-F,STORE-SHANGHAI,상하이 IFC,2026-08-19T09:00:00+09:00,266,3,263,0,0,24,정상 범위,v2
EDGE-28-GRY-F,DC-ONLINE,온라인 DC,2026-08-19T09:00:00+09:00,304,4,300,0,0,24,정상 범위,v2
ARC-07-BLK-F,ONLINE,온라인몰,2026-08-20T09:00:00+09:00,65,2,63,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-20T09:00:00+09:00,130,3,127,0,0,35,이동 가능 잉여,v2
ARC-07-BLK-F,STORE-GANGNAM,강남점,2026-08-20T09:00:00+09:00,128,4,124,0,0,35,판매 급증·품절 위험,v2
ARC-07-BLK-F,STORE-HANNAM,한남점,2026-08-20T09:00:00+09:00,124,5,119,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-BUSAN,부산 센텀,2026-08-20T09:00:00+09:00,162,6,156,0,0,35,정상 범위,v2
ARC-07-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-20T09:00:00+09:00,193,0,193,0,0,35,정상 범위,v2
ARC-07-BLK-F,DC-ONLINE,온라인 DC,2026-08-20T09:00:00+09:00,161,1,160,0,0,35,정상 범위,v2
FLOW-22-BLK-F,ONLINE,온라인몰,2026-08-20T09:00:00+09:00,91,3,88,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-SEONGSU,성수 플래그십,2026-08-20T09:00:00+09:00,137,4,133,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-GANGNAM,강남점,2026-08-20T09:00:00+09:00,115,5,110,0,0,38,정상 범위,v2
FLOW-22-BLK-F,STORE-HANNAM,한남점,2026-08-20T09:00:00+09:00,166,6,160,0,0,38,이동 가능 잉여,v2
FLOW-22-BLK-F,STORE-BUSAN,부산 센텀,2026-08-20T09:00:00+09:00,159,0,159,0,0,38,판매 급증·품절 위험,v2
FLOW-22-BLK-F,STORE-SHANGHAI,상하이 IFC,2026-08-20T09:00:00+09:00,162,1,161,0,0,38,정상 범위,v2
FLOW-22-BLK-F,DC-ONLINE,온라인 DC,2026-08-20T09:00:00+09:00,185,2,183,0,0,38,정상 범위,v2
EASE-19-CRM-F,ONLINE,온라인몰,2026-08-20T09:00:00+09:00,143,4,139,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-SEONGSU,성수 플래그십,2026-08-20T09:00:00+09:00,121,5,116,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-GANGNAM,강남점,2026-08-20T09:00:00+09:00,151,6,145,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-HANNAM,한남점,2026-08-20T09:00:00+09:00,180,0,180,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-BUSAN,부산 센텀,2026-08-20T09:00:00+09:00,157,1,156,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,STORE-SHANGHAI,상하이 IFC,2026-08-20T09:00:00+09:00,186,2,184,0,0,30,과잉재고·할인 최소화 검토,v2
EASE-19-CRM-F,DC-ONLINE,온라인 DC,2026-08-20T09:00:00+09:00,236,3,233,0,0,30,과잉재고·할인 최소화 검토,v2
NOVA-11-NVY-F,ONLINE,온라인몰,2026-08-20T09:00:00+09:00,98,5,93,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-20T09:00:00+09:00,136,6,130,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-GANGNAM,강남점,2026-08-20T09:00:00+09:00,167,0,167,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-HANNAM,한남점,2026-08-20T09:00:00+09:00,145,1,144,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-BUSAN,부산 센텀,2026-08-20T09:00:00+09:00,183,2,181,0,0,28,정상 범위,v2
NOVA-11-NVY-F,STORE-SHANGHAI,상하이 IFC,2026-08-20T09:00:00+09:00,221,3,218,0,0,28,정상 범위,v2
NOVA-11-NVY-F,DC-ONLINE,온라인 DC,2026-08-20T09:00:00+09:00,199,4,195,0,0,28,정상 범위,v2
AIR-24-NVY-F,ONLINE,온라인몰,2026-08-20T09:00:00+09:00,111,6,105,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-SEONGSU,성수 플래그십,2026-08-20T09:00:00+09:00,137,0,137,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-GANGNAM,강남점,2026-08-20T09:00:00+09:00,117,1,116,0,0,32,전사 부족·재주문 필요,v2
AIR-24-NVY-F,STORE-HANNAM,한남점,2026-08-20T09:00:00+09:00,151,2,149,0,0,32,전사 부족·재주문 필요,v2
